State,Date,Number of Cases,Number of Deaths
Michigan,2020-07-31,90752,6453
Michigan,2020-07-30,89926,6446
Michigan,2020-07-29,89026,6426
Michigan,2020-07-28,88025,6426
Michigan,2020-07-27,87329,6407
Michigan,2020-07-26,86750,6402
Michigan,2020-07-25,85665,6402
Michigan,2020-07-24,85238,6402
Michigan,2020-07-23,84585,6397
Michigan,2020-07-22,83891,6391
Michigan,2020-07-21,83184,6385
Michigan,2020-07-20,82486,6377
Michigan,2020-07-19,81935,6369
Michigan,2020-07-18,81384,6367
Michigan,2020-07-17,80752,6358
Michigan,2020-07-16,79977,6351
Michigan,2020-07-15,79081,6333
Michigan,2020-07-14,78045,6330
Michigan,2020-07-13,77354,6324
Michigan,2020-07-12,76936,6317
Michigan,2020-07-11,76499,6316
Michigan,2020-07-10,75871,6288
Michigan,2020-07-09,75247,6275
Michigan,2020-07-08,74660,6266
Michigan,2020-07-07,74011,6256
Michigan,2020-07-06,73403,6225
Michigan,2020-07-05,73027,6222
Michigan,2020-07-04,72702,6222
Michigan,2020-07-03,72306,6219
Michigan,2020-07-02,71853,6216
Michigan,2020-07-01,71279,6202
Michigan,2020-06-30,70850,6197
Michigan,2020-06-29,70356,6165
Michigan,2020-06-28,70042,6161
Michigan,2020-06-27,69802,6157
Michigan,2020-06-26,69473,6138
Michigan,2020-06-25,69159,6137
Michigan,2020-06-24,68711,6118
Michigan,2020-06-23,68373,6113
Michigan,2020-06-22,68144,6101
Michigan,2020-06-21,67873,6094
Michigan,2020-06-20,67721,6091
Michigan,2020-06-19,67300,6071
Michigan,2020-06-18,66980,6064
Michigan,2020-06-17,66694,6041
Michigan,2020-06-16,66466,6039
Michigan,2020-06-15,66302,6025
Michigan,2020-06-14,66246,6020
Michigan,2020-06-13,66024,6017
Michigan,2020-06-12,65881,5994
Michigan,2020-06-11,65627,5985
Michigan,2020-06-10,65377,5958
Michigan,2020-06-09,65190,5946
Michigan,2020-06-08,64911,5916
Michigan,2020-06-07,64615,5898
Michigan,2020-06-06,64196,5894
Michigan,2020-06-05,63744,5854
Michigan,2020-06-04,59215,5604
Michigan,2020-06-03,58990,5579
Michigan,2020-06-02,58680,5562
Michigan,2020-06-01,58435,5525
Michigan,2020-05-31,57355,5491
Michigan,2020-05-30,56848,5463
Michigan,2020-05-29,56589,5406
Michigan,2020-05-28,55944,5372
Michigan,2020-05-27,55544,5334
Michigan,2020-05-26,55040,5266
Michigan,2020-05-25,54816,5240
Michigan,2020-05-24,54616,5228
Michigan,2020-05-23,54304,5223
Michigan,2020-05-22,53865,5158
Michigan,2020-05-21,53468,5129
Michigan,2020-05-20,52988,5060
Michigan,2020-05-19,52337,5017
Michigan,2020-05-18,51853,4915
Michigan,2020-05-17,51054,4891
Michigan,2020-05-16,50416,4880
Michigan,2020-05-15,49982,4825
Michigan,2020-05-14,49489,4787
Michigan,2020-05-13,48307,4714
Michigan,2020-05-12,47946,4674
Michigan,2020-05-11,47526,4584
Michigan,2020-05-10,47116,4551
Michigan,2020-05-09,46735,4526
Michigan,2020-05-08,46319,4393
Michigan,2020-05-07,45643,4343
Michigan,2020-05-06,45079,4250
Michigan,2020-05-05,44391,4179
Michigan,2020-05-04,43996,4135
Michigan,2020-05-03,43803,4049
Michigan,2020-05-02,43191,4020
Michigan,2020-05-01,42348,3866
Michigan,2020-04-30,41348,3788
Michigan,2020-04-29,40443,3670
Michigan,2020-04-28,39469,3566
Michigan,2020-04-27,38457,3406
Michigan,2020-04-26,38003,3314
Michigan,2020-04-25,37302,3273
Michigan,2020-04-24,36628,3084
Michigan,2020-04-23,35253,2977
Michigan,2020-04-22,33973,2813
Michigan,2020-04-21,32936,2698
Michigan,2020-04-20,31929,2466
Michigan,2020-04-19,31349,2389
Michigan,2020-04-18,30718,2307
Michigan,2020-04-17,29954,2227
Michigan,2020-04-16,29120,2092
Michigan,2020-04-15,27894,1920
Michigan,2020-04-14,26845,1767
Michigan,2020-04-13,25490,1603
Michigan,2020-04-12,24496,1488
Michigan,2020-04-11,23855,1395
Michigan,2020-04-10,22646,1280
Michigan,2020-04-09,21375,1076
Michigan,2020-04-08,20220,959
Michigan,2020-04-07,18851,845
Michigan,2020-04-06,17129,727
Michigan,2020-04-05,15633,617
Michigan,2020-04-04,14225,541
Michigan,2020-04-03,12669,478
Michigan,2020-04-02,10791,417
Michigan,2020-04-01,9292,336
Michigan,2020-03-31,7629,264
Michigan,2020-03-30,6508,197
Michigan,2020-03-29,5486,132
Michigan,2020-03-28,4634,112
Michigan,2020-03-27,3655,93
Michigan,2020-03-26,2877,63
Michigan,2020-03-25,2293,43
Michigan,2020-03-24,1791,24
Michigan,2020-03-23,1324,16
Michigan,2020-03-22,1033,9
Michigan,2020-03-21,787,6
Michigan,2020-03-20,548,4
Michigan,2020-03-19,334,3
Michigan,2020-03-18,80,1
Michigan,2020-03-17,65,0
Michigan,2020-03-16,54,0
Michigan,2020-03-15,53,0
Michigan,2020-03-14,33,0
Michigan,2020-03-13,25,0
Michigan,2020-03-12,12,0
Michigan,2020-03-11,2,0
Michigan,2020-03-10,2,0
Massachusetts,2021-03-21,614668,16867
Massachusetts,2021-03-20,612857,16832
Massachusetts,2021-03-19,610481,16803
Massachusetts,2021-03-18,608318,16759
Massachusetts,2021-03-17,606377,16732
Massachusetts,2021-03-16,604666,16688
Massachusetts,2021-03-15,603464,16673
Massachusetts,2021-03-14,602308,16645
Massachusetts,2021-03-13,600616,16614
Massachusetts,2021-03-12,598859,16580
Massachusetts,2021-03-11,597073,16551
Massachusetts,2021-03-10,595264,16509
Massachusetts,2021-03-09,593607,16456
Massachusetts,2021-03-08,592344,16435
Massachusetts,2021-03-07,591356,16417
Massachusetts,2021-03-06,589931,16374
Massachusetts,2021-03-05,588209,16322
Massachusetts,2021-03-04,586310,16296
Massachusetts,2021-03-03,584743,16252
Massachusetts,2021-03-02,582844,16182
Massachusetts,2021-03-01,582543,16144
Massachusetts,2021-02-28,581148,16118
Massachusetts,2021-02-27,579680,16067
Massachusetts,2021-02-26,577980,16024
Massachusetts,2021-02-25,575993,15978
Massachusetts,2021-02-24,573885,15945
Massachusetts,2021-02-23,571783,15883
Massachusetts,2021-02-22,570546,15853
Massachusetts,2021-02-21,569284,15826
Massachusetts,2021-02-20,567764,15779
Massachusetts,2021-02-19,565794,15726
Massachusetts,2021-02-18,563976,15686
Massachusetts,2021-02-17,561936,15623
Massachusetts,2021-02-16,560576,15567
Massachusetts,2021-02-15,559350,15517
Massachusetts,2021-02-14,557777,15484
Massachusetts,2021-02-13,555895,15424
Massachusetts,2021-02-12,553812,15358
Massachusetts,2021-02-11,551396,15269
Massachusetts,2021-02-10,548946,15207
Massachusetts,2021-02-09,546896,15124
Massachusetts,2021-02-08,545303,15054
Massachusetts,2021-02-07,543934,14999
Massachusetts,2021-02-06,540827,14921
Massachusetts,2021-02-05,537208,14859
Massachusetts,2021-02-04,533921,14784
Massachusetts,2021-02-03,531117,14708
Massachusetts,2021-02-02,528662,14652
Massachusetts,2021-02-01,526423,14607
Massachusetts,2021-01-31,524025,14577
Massachusetts,2021-01-30,521360,14531
Massachusetts,2021-01-29,517252,14444
Massachusetts,2021-01-28,514134,14348
Massachusetts,2021-01-27,509503,14304
Massachusetts,2021-01-26,506183,14220
Massachusetts,2021-01-25,503688,14178
Massachusetts,2021-01-24,500037,14133
Massachusetts,2021-01-23,496093,14064
Massachusetts,2021-01-22,491452,13987
Massachusetts,2021-01-21,486180,13906
Massachusetts,2021-01-20,481040,13829
Massachusetts,2021-01-19,476526,13749
Massachusetts,2021-01-18,473441,13705
Massachusetts,2021-01-17,470140,13652
Massachusetts,2021-01-16,465726,13583
Massachusetts,2021-01-15,459927,13509
Massachusetts,2021-01-14,454402,13433
Massachusetts,2021-01-13,448447,13359
Massachusetts,2021-01-12,442529,13273
Massachusetts,2021-01-11,437042,13206
Massachusetts,2021-01-10,432791,13151
Massachusetts,2021-01-09,427135,13074
Massachusetts,2021-01-08,419721,12985
Massachusetts,2021-01-07,411601,12909
Massachusetts,2021-01-06,404053,12836
Massachusetts,2021-01-05,397202,12734
Massachusetts,2021-01-04,392582,12669
Massachusetts,2021-01-03,387662,12610
Massachusetts,2021-01-02,384181,12502
Massachusetts,2021-01-01,375178,12423
Massachusetts,2020-12-31,375178,12423
Massachusetts,2020-12-30,367918,12338
Massachusetts,2020-12-29,361079,12218
Massachusetts,2020-12-28,356934,12158
Massachusetts,2020-12-27,352736,12110
Massachusetts,2020-12-26,349602,12010
Massachusetts,2020-12-25,341925,11963
Massachusetts,2020-12-24,341925,11963
Massachusetts,2020-12-23,335988,11887
Massachusetts,2020-12-22,331174,11804
Massachusetts,2020-12-21,327374,11759
Massachusetts,2020-12-20,323531,11717
Massachusetts,2020-12-19,319270,11657
Massachusetts,2020-12-18,314926,11610
Massachusetts,2020-12-17,309247,11558
Massachusetts,2020-12-16,304112,11513
Massachusetts,2020-12-15,298160,11443
Massachusetts,2020-12-14,294231,11388
Massachusetts,2020-12-13,290578,11349
Massachusetts,2020-12-12,285725,11307
Massachusetts,2020-12-11,280436,11257
Massachusetts,2020-12-10,274781,11209
Massachusetts,2020-12-09,269412,11166
Massachusetts,2020-12-08,263447,11076
Massachusetts,2020-12-07,259325,11035
Massachusetts,2020-12-06,256844,11004
Massachusetts,2020-12-05,252017,10953
Massachusetts,2020-12-04,246398,10910
Massachusetts,2020-12-03,240907,10874
Massachusetts,2020-12-02,234232,10824
Massachusetts,2020-12-01,229205,10778
Massachusetts,2020-11-30,226132,10748
Massachusetts,2020-11-29,224964,10722
Massachusetts,2020-11-28,222469,10676
Massachusetts,2020-11-27,219252,10635
Massachusetts,2020-11-26,214594,10604
Massachusetts,2020-11-25,214594,10604
Massachusetts,2020-11-24,211199,10551
Massachusetts,2020-11-23,208623,10531
Massachusetts,2020-11-22,206850,10512
Massachusetts,2020-11-21,204155,10488
Massachusetts,2020-11-20,200949,10469
Massachusetts,2020-11-19,198550,10435
Massachusetts,2020-11-18,195868,10407
Massachusetts,2020-11-17,192964,10360
Massachusetts,2020-11-16,190439,10340
Massachusetts,2020-11-15,188275,10329
Massachusetts,2020-11-14,186142,10293
Massachusetts,2020-11-13,183095,10265
Massachusetts,2020-11-12,180189,10242
Massachusetts,2020-11-11,177541,10222
Massachusetts,2020-11-10,174881,10201
Massachusetts,2020-11-09,172727,10180
Massachusetts,2020-11-08,171399,10166
Massachusetts,2020-11-07,169576,10146
Massachusetts,2020-11-06,167274,10123
Massachusetts,2020-11-05,165161,10085
Massachusetts,2020-11-04,163299,10062
Massachusetts,2020-11-03,161585,10035
Massachusetts,2020-11-02,160549,10023
Massachusetts,2020-11-01,159707,10013
Massachusetts,2020-10-31,158576,9991
Massachusetts,2020-10-30,157146,9975
Massachusetts,2020-10-29,155564,9951
Massachusetts,2020-10-28,154218,9924
Massachusetts,2020-10-27,153037,9888
Massachusetts,2020-10-26,151777,9881
Massachusetts,2020-10-25,150565,9864
Massachusetts,2020-10-24,149488,9839
Massachusetts,2020-10-23,148285,9830
Massachusetts,2020-10-22,147215,9810
Massachusetts,2020-10-21,146166,9780
Massachusetts,2020-10-20,145464,9758
Massachusetts,2020-10-19,144488,9753
Massachusetts,2020-10-18,143660,9737
Massachusetts,2020-10-17,142930,9723
Massachusetts,2020-10-16,142346,9702
Massachusetts,2020-10-15,141579,9672
Massachusetts,2020-10-14,140992,9647
Massachusetts,2020-10-13,140412,9630
Massachusetts,2020-10-12,139663,9617
Massachusetts,2020-10-11,138903,9604
Massachusetts,2020-10-10,138340,9587
Massachusetts,2020-10-09,137701,9577
Massachusetts,2020-10-08,136936,9565
Massachusetts,2020-10-07,136492,9557
Massachusetts,2020-10-06,135957,9538
Massachusetts,2020-10-05,135462,9530
Massachusetts,2020-10-04,134947,9510
Massachusetts,2020-10-03,134303,9507
Massachusetts,2020-10-02,133631,9490
Massachusetts,2020-10-01,132870,9480
Massachusetts,2020-09-30,132116,9456
Massachusetts,2020-09-29,131584,9423
Massachusetts,2020-09-28,131072,9415
Massachusetts,2020-09-27,130642,9404
Massachusetts,2020-09-26,130050,9391
Massachusetts,2020-09-25,129481,9373
Massachusetts,2020-09-24,128993,9362
Massachusetts,2020-09-23,128512,9347
Massachusetts,2020-09-22,127969,9328
Massachusetts,2020-09-21,127796,9317
Massachusetts,2020-09-20,127540,9310
Massachusetts,2020-09-19,127181,9295
Massachusetts,2020-09-18,126582,9269
Massachusetts,2020-09-17,126128,9260
Massachusetts,2020-09-16,125699,9245
Massachusetts,2020-09-15,125393,9225
Massachusetts,2020-09-14,125080,9219
Massachusetts,2020-09-13,124826,9210
Massachusetts,2020-09-12,124540,9196
Massachusetts,2020-09-11,123986,9180
Massachusetts,2020-09-10,123546,9166
Massachusetts,2020-09-09,123143,9146
Massachusetts,2020-09-08,122962,9141
Massachusetts,2020-09-07,122791,9133
Massachusetts,2020-09-06,122562,9125
Massachusetts,2020-09-05,122196,9116
Massachusetts,2020-09-04,121758,9100
Massachusetts,2020-09-03,121546,9077
Massachusetts,2020-09-02,121131,9060
Massachusetts,2020-09-01,128888,9064
Massachusetts,2020-08-31,128533,9060
Massachusetts,2020-08-30,128229,9049
Massachusetts,2020-08-29,128030,9036
Massachusetts,2020-08-28,127584,9024
Massachusetts,2020-08-27,127124,9008
Massachusetts,2020-08-26,126756,8987
Massachusetts,2020-08-25,126420,8961
Massachusetts,2020-08-24,126022,8949
Massachusetts,2020-08-23,125360,8921
Massachusetts,2020-08-22,125360,8921
Massachusetts,2020-08-21,125216,8901
Massachusetts,2020-08-20,124728,8888
Massachusetts,2020-08-19,124415,8876
Massachusetts,2020-08-18,124063,8848
Massachusetts,2020-08-17,123841,8842
Massachusetts,2020-08-16,123593,8838
Massachusetts,2020-08-15,123199,8826
Massachusetts,2020-08-14,122728,8810
Massachusetts,2020-08-13,122423,8790
Massachusetts,2020-08-12,122000,8769
Massachusetts,2020-08-11,121707,8751
Massachusetts,2020-08-10,121315,8741
Massachusetts,2020-08-09,121040,8735
Massachusetts,2020-08-08,120711,8721
Massachusetts,2020-08-07,120291,8709
Massachusetts,2020-08-06,119874,8691
Massachusetts,2020-08-05,119643,8659
Massachusetts,2020-08-04,119203,8657
Massachusetts,2020-08-03,118657,8648
Massachusetts,2020-08-02,118458,8638
Massachusetts,2020-08-01,118040,8626
Massachusetts,2020-07-31,117612,8609
Massachusetts,2020-07-30,117098,8595
Massachusetts,2020-07-29,116684,8580
Massachusetts,2020-07-28,116182,8551
Massachusetts,2020-07-27,115926,8536
Massachusetts,2020-07-26,115637,8529
Massachusetts,2020-07-25,115268,8510
Massachusetts,2020-07-24,114985,8498
Massachusetts,2020-07-23,114647,8484
Massachusetts,2020-07-22,114320,8468
Massachusetts,2020-07-21,114033,8450
Massachusetts,2020-07-20,113789,8433
Massachusetts,2020-07-19,113534,8431
Massachusetts,2020-07-18,113238,8419
Massachusetts,2020-07-17,112879,8402
Massachusetts,2020-07-16,112581,8380
Massachusetts,2020-07-15,112347,8368
Massachusetts,2020-07-14,112130,8340
Massachusetts,2020-07-13,111827,8330
Massachusetts,2020-07-12,111597,8325
Massachusetts,2020-07-11,111398,8310
Massachusetts,2020-07-10,111110,8296
Massachusetts,2020-07-09,110897,8268
Massachusetts,2020-07-08,110602,8243
Massachusetts,2020-07-07,110338,8213
Massachusetts,2020-07-06,110137,8198
Massachusetts,2020-07-05,109974,8183
Massachusetts,2020-07-04,109838,8172
Massachusetts,2020-07-03,109628,8149
Massachusetts,2020-07-02,109338,8132
Massachusetts,2020-07-01,109143,8081
Massachusetts,2020-06-30,108882,8054
Massachusetts,2020-06-29,108768,8095
Massachusetts,2020-06-28,108667,8060
Massachusetts,2020-06-27,108443,8040
Massachusetts,2020-06-26,108070,8012
Massachusetts,2020-06-25,107837,7962
Massachusetts,2020-06-24,107611,7937
Massachusetts,2020-06-23,107439,7889
Massachusetts,2020-06-22,107210,7873
Massachusetts,2020-06-21,107061,7857
Massachusetts,2020-06-20,106936,7827
Massachusetts,2020-06-19,106650,7799
Massachusetts,2020-06-18,106422,7769
Massachusetts,2020-06-17,106151,7733
Massachusetts,2020-06-16,105885,7664
Massachusetts,2020-06-15,105690,7646
Massachusetts,2020-06-14,105603,7624
Massachusetts,2020-06-13,105395,7576
Massachusetts,2020-06-12,105059,7538
Massachusetts,2020-06-11,104667,7492
Massachusetts,2020-06-10,104156,7454
Massachusetts,2020-06-09,103889,7408
Massachusetts,2020-06-08,103626,7353
Massachusetts,2020-06-07,103436,7316
Massachusetts,2020-06-06,103132,7289
Massachusetts,2020-06-05,102557,7235
Massachusetts,2020-06-04,102063,7201
Massachusetts,2020-06-03,101592,7152
Massachusetts,2020-06-02,101163,7085
Massachusetts,2020-06-01,100805,7035
Massachusetts,2020-05-31,96965,6846
Massachusetts,2020-05-30,96301,6768
Massachusetts,2020-05-29,95512,6718
Massachusetts,2020-05-28,94895,6640
Massachusetts,2020-05-27,94220,6547
Massachusetts,2020-05-26,93693,6473
Massachusetts,2020-05-25,93271,6416
Massachusetts,2020-05-24,92675,6372
Massachusetts,2020-05-23,91662,6304
Massachusetts,2020-05-22,90889,6228
Massachusetts,2020-05-21,90084,6148
Massachusetts,2020-05-20,88970,6066
Massachusetts,2020-05-19,87925,5938
Massachusetts,2020-05-18,87052,5862
Massachusetts,2020-05-17,86010,5797
Massachusetts,2020-05-16,84933,5705
Massachusetts,2020-05-15,83421,5592
Massachusetts,2020-05-14,82182,5482
Massachusetts,2020-05-13,80497,5315
Massachusetts,2020-05-12,79332,5141
Massachusetts,2020-05-11,78462,5108
Massachusetts,2020-05-10,77793,4979
Massachusetts,2020-05-09,76743,4840
Massachusetts,2020-05-08,75333,4702
Massachusetts,2020-05-07,73721,4552
Massachusetts,2020-05-06,72025,4420
Massachusetts,2020-05-05,70271,4212
Massachusetts,2020-05-04,69087,4090
Massachusetts,2020-05-03,68087,4004
Massachusetts,2020-05-02,66263,3846
Massachusetts,2020-05-01,64311,3716
Massachusetts,2020-04-30,62205,3562
Massachusetts,2020-04-29,60265,3405
Massachusetts,2020-04-28,58302,3153
Massachusetts,2020-04-27,56462,3003
Massachusetts,2020-04-26,54938,2899
Massachusetts,2020-04-25,53348,2730
Massachusetts,2020-04-24,50969,2556
Massachusetts,2020-04-23,46023,2360
Massachusetts,2020-04-22,42944,2182
Massachusetts,2020-04-21,41199,1961
Massachusetts,2020-04-20,39643,1809
Massachusetts,2020-04-19,38077,1706
Massachusetts,2020-04-18,36372,1560
Massachusetts,2020-04-17,34402,1404
Massachusetts,2020-04-16,32181,1245
Massachusetts,2020-04-15,29918,1108
Massachusetts,2020-04-14,28163,957
Massachusetts,2020-04-13,26867,844
Massachusetts,2020-04-12,25475,756
Massachusetts,2020-04-11,22860,686
Massachusetts,2020-04-10,20974,599
Massachusetts,2020-04-09,18941,503
Massachusetts,2020-04-08,16790,433
Massachusetts,2020-04-07,15202,356
Massachusetts,2020-04-06,13837,260
Massachusetts,2020-04-05,12500,231
Massachusetts,2020-04-04,11736,216
Massachusetts,2020-04-03,10402,192
Massachusetts,2020-04-02,8966,154
Massachusetts,2020-04-01,7738,122
Massachusetts,2020-03-31,6620,89
Massachusetts,2020-03-30,5752,56
Massachusetts,2020-03-29,4955,48
Massachusetts,2020-03-28,4257,44
Massachusetts,2020-03-27,3240,35
Massachusetts,2020-03-26,2417,25
Massachusetts,2020-03-25,1838,15
Massachusetts,2020-03-24,1159,11
Massachusetts,2020-03-23,777,9
Massachusetts,2020-03-22,646,5
Massachusetts,2020-03-21,525,2
Massachusetts,2020-03-20,413,1
Massachusetts,2020-03-19,328,0
Massachusetts,2020-03-18,256,0
Massachusetts,2020-03-17,218,0
Massachusetts,2020-03-16,197,0
Massachusetts,2020-03-15,164,0
Massachusetts,2020-03-14,138,0
Massachusetts,2020-03-13,123,0
Massachusetts,2020-03-12,108,0
Massachusetts,2020-03-11,95,0
Massachusetts,2020-03-10,92,0
Massachusetts,2020-03-09,41,0
Massachusetts,2020-03-08,28,0
Massachusetts,2020-03-07,13,0
Massachusetts,2020-03-06,8,0
Massachusetts,2020-03-05,3,0
Massachusetts,2020-03-04,2,0
Massachusetts,2020-03-03,2,0
Massachusetts,2020-03-02,2,0
Massachusetts,2020-03-01,1,0
Massachusetts,2020-02-29,1,0
Massachusetts,2020-02-28,1,0
Massachusetts,2020-02-27,1,0
Massachusetts,2020-02-26,1,0
Massachusetts,2020-02-25,1,0
Massachusetts,2020-02-24,1,0
Massachusetts,2020-02-23,1,0
Massachusetts,2020-02-22,1,0
Massachusetts,2020-02-21,1,0
Massachusetts,2020-02-20,1,0
Massachusetts,2020-02-19,1,0
Massachusetts,2020-02-18,1,0
Massachusetts,2020-02-17,1,0
Massachusetts,2020-02-16,1,0
Massachusetts,2020-02-15,1,0
Massachusetts,2020-02-14,1,0
Massachusetts,2020-02-13,1,0
Massachusetts,2020-02-12,1,0
Massachusetts,2020-02-11,1,0
Massachusetts,2020-02-10,1,0
Massachusetts,2020-02-09,1,0
Massachusetts,2020-02-08,1,0
Massachusetts,2020-02-07,1,0
Massachusetts,2020-02-06,1,0
Massachusetts,2020-02-05,1,0
Massachusetts,2020-02-04,1,0
Massachusetts,2020-02-03,1,0
Massachusetts,2020-02-02,1,0
Massachusetts,2020-02-01,1,0
Maryland,2021-03-21,400208,8170
Maryland,2021-03-20,399201,8158
Maryland,2021-03-19,398083,8132
Maryland,2021-03-18,396930,8113
Maryland,2021-03-17,395817,8099
Maryland,2021-03-16,394900,8080
Maryland,2021-03-15,394240,8055
Maryland,2021-03-14,393623,8048
Maryland,2021-03-13,392763,8038
Maryland,2021-03-12,391662,8030
Maryland,2021-03-11,390672,8014
Maryland,2021-03-10,389748,8002
Maryland,2021-03-09,388848,7988
Maryland,2021-03-08,388217,7963
Maryland,2021-03-07,387501,7955
Maryland,2021-03-06,386792,7941
Maryland,2021-03-05,385860,7930
Maryland,2021-03-04,384947,7922
Maryland,2021-03-03,384138,7919
Maryland,2021-03-02,383352,7905
Maryland,2021-03-01,382884,7879
Maryland,2021-02-28,382281,7869
Maryland,2021-02-27,381454,7856
Maryland,2021-02-26,380618,7838
Maryland,2021-02-25,379648,7805
Maryland,2021-02-24,378672,7789
Maryland,2021-02-23,377810,7762
Maryland,2021-02-22,377148,7732
Maryland,2021-02-21,376537,7715
Maryland,2021-02-20,375919,7697
Maryland,2021-02-19,375156,7677
Maryland,2021-02-18,374148,7661
Maryland,2021-02-17,373161,7630
Maryland,2021-02-16,372403,7612
Maryland,2021-02-15,371885,7580
Maryland,2021-02-14,371163,7554
Maryland,2021-02-13,370316,7536
Maryland,2021-02-12,369156,7503
Maryland,2021-02-11,368044,7467
Maryland,2021-02-10,366845,7446
Maryland,2021-02-09,365708,7413
Maryland,2021-02-08,364732,7372
Maryland,2021-02-07,363829,7349
Maryland,2021-02-06,362263,7329
Maryland,2021-02-05,360762,7287
Maryland,2021-02-04,359214,7251
Maryland,2021-02-03,357660,7220
Maryland,2021-02-02,356717,7188
Maryland,2021-02-01,355812,7154
Maryland,2021-01-31,354649,7127
Maryland,2021-01-30,352902,7107
Maryland,2021-01-29,350805,7076
Maryland,2021-01-28,348925,7037
Maryland,2021-01-27,346734,6996
Maryland,2021-01-26,344839,6963
Maryland,2021-01-25,343353,6900
Maryland,2021-01-24,341666,6865
Maryland,2021-01-23,339482,6837
Maryland,2021-01-22,337129,6792
Maryland,2021-01-21,334725,6735
Maryland,2021-01-20,332558,6689
Maryland,2021-01-19,330390,6650
Maryland,2021-01-18,328417,6596
Maryland,2021-01-17,326648,6567
Maryland,2021-01-16,324203,6541
Maryland,2021-01-15,320923,6494
Maryland,2021-01-14,318002,6449
Maryland,2021-01-13,315055,6404
Maryland,2021-01-12,312534,6367
Maryland,2021-01-11,309874,6301
Maryland,2021-01-10,306853,6272
Maryland,2021-01-09,303535,6246
Maryland,2021-01-08,299781,6216
Maryland,2021-01-07,296049,6173
Maryland,2021-01-06,293079,6132
Maryland,2021-01-05,289927,6082
Maryland,2021-01-04,287970,6027
Maryland,2021-01-03,285487,5994
Maryland,2021-01-02,283339,5967
Maryland,2021-01-01,280387,5942
Maryland,2020-12-31,276834,5895
Maryland,2020-12-30,273881,5848
Maryland,2020-12-29,271267,5803
Maryland,2020-12-28,269442,5740
Maryland,2020-12-27,267455,5712
Maryland,2020-12-26,265606,5680
Maryland,2020-12-25,263326,5659
Maryland,2020-12-24,260994,5627
Maryland,2020-12-23,258129,5568
Maryland,2020-12-22,255666,5519
Maryland,2020-12-21,253345,5471
Maryland,2020-12-20,251069,5448
Maryland,2020-12-19,248924,5412
Maryland,2020-12-18,246816,5358
Maryland,2020-12-17,244247,5319
Maryland,2020-12-16,242057,5270
Maryland,2020-12-15,239694,5206
Maryland,2020-12-14,237215,5142
Maryland,2020-12-13,234975,5117
Maryland,2020-12-12,232172,5100
Maryland,2020-12-11,228792,5064
Maryland,2020-12-10,226173,5012
Maryland,2020-12-09,222971,4962
Maryland,2020-12-08,220279,4916
Maryland,2020-12-07,217647,4865
Maryland,2020-12-06,215348,4846
Maryland,2020-12-05,212545,4820
Maryland,2020-12-04,209512,4790
Maryland,2020-12-03,205716,4764
Maryland,2020-12-02,203672,4715
Maryland,2020-12-01,201479,4673
Maryland,2020-11-30,198710,4641
Maryland,2020-11-29,196727,4625
Maryland,2020-11-28,194603,4602
Maryland,2020-11-27,193205,4569
Maryland,2020-11-26,190635,4547
Maryland,2020-11-25,188509,4518
Maryland,2020-11-24,185812,4481
Maryland,2020-11-23,184140,4448
Maryland,2020-11-22,182482,4434
Maryland,2020-11-21,180125,4415
Maryland,2020-11-20,177239,4398
Maryland,2020-11-19,175092,4372
Maryland,2020-11-18,172204,4351
Maryland,2020-11-17,170193,4335
Maryland,2020-11-16,168041,4309
Maryland,2020-11-15,166317,4302
Maryland,2020-11-14,164239,4293
Maryland,2020-11-13,162181,4273
Maryland,2020-11-12,160311,4261
Maryland,2020-11-11,158836,4249
Maryland,2020-11-10,157149,4233
Maryland,2020-11-09,155824,4221
Maryland,2020-11-08,154451,4212
Maryland,2020-11-07,153198,4201
Maryland,2020-11-06,151964,4194
Maryland,2020-11-05,150424,4182
Maryland,2020-11-04,149232,4172
Maryland,2020-11-03,148249,4162
Maryland,2020-11-02,147477,4155
Maryland,2020-11-01,146627,4152
Maryland,2020-10-31,145593,4147
Maryland,2020-10-30,144800,4137
Maryland,2020-10-29,143875,4127
Maryland,2020-10-28,142918,4115
Maryland,2020-10-27,142237,4108
Maryland,2020-10-26,141334,4099
Maryland,2020-10-25,140770,4096
Maryland,2020-10-24,139859,4091
Maryland,2020-10-23,139185,4078
Maryland,2020-10-22,138473,4070
Maryland,2020-10-21,137720,4058
Maryland,2020-10-20,137229,4050
Maryland,2020-10-19,136643,4041
Maryland,2020-10-18,136149,4037
Maryland,2020-10-17,135463,4036
Maryland,2020-10-16,134822,4032
Maryland,2020-10-15,134042,4028
Maryland,2020-10-14,133413,4022
Maryland,2020-10-13,132839,4012
Maryland,2020-10-12,132357,4003
Maryland,2020-10-11,131853,3999
Maryland,2020-10-10,131169,3995
Maryland,2020-10-09,130652,3990
Maryland,2020-10-08,129919,3979
Maryland,2020-10-07,129158,3973
Maryland,2020-10-06,128691,3967
Maryland,2020-10-05,128277,3961
Maryland,2020-10-04,127785,3958
Maryland,2020-10-03,127194,3957
Maryland,2020-10-02,126711,3950
Maryland,2020-10-01,125997,3949
Maryland,2020-09-30,125217,3949
Maryland,2020-09-29,124805,3946
Maryland,2020-09-28,124371,3938
Maryland,2020-09-27,123895,3935
Maryland,2020-09-26,123328,3925
Maryland,2020-09-25,122850,3917
Maryland,2020-09-24,122293,3909
Maryland,2020-09-23,121793,3902
